Timestamp,Ticker,Amount,Date of Pay,Type
1/5/2026,NFLW,0.231,12/29/2025,Backfill
1/5/2026,NFLW,0.198,12/22/2025,Backfill
1/5/2026,NFLW,0.168,12/15/2025,Backfill
1/5/2026,NFLW,0.309,12/8/2025,Backfill
1/5/2026,NFLW,0.188,12/1/2025,Backfill
1/5/2026,NFLW,0.304,11/24/2025,Backfill
1/5/2026,NFLW,0.26,11/17/2025,Backfill
1/5/2026,NFLW,0.31,11/10/2025,Backfill
1/5/2026,NFLW,0.104,11/3/2025,Backfill
1/5/2026,NFLW,0.292,10/27/2025,Backfill
1/5/2026,NFLW,0.553,10/20/2025,Backfill
1/5/2026,NFLW,0.337,10/14/2025,Backfill
1/5/2026,NFLW,0.445,10/6/2025,Backfill
1/5/2026,NFLW,0.551,9/29/2025,Backfill
1/5/2026,NFLW,0.239,9/22/2025,Backfill
1/5/2026,NFLW,1.134,9/15/2025,Backfill
1/5/2026,NFLW,0.34,9/8/2025,Backfill
1/5/2026,NFLW,0.272,9/2/2025,Backfill
1/5/2026,NFLW,0.376,8/25/2025,Backfill
1/5/2026,NFLW,0.756,8/18/2025,Backfill
1/5/2026,NFLW,0.577,8/11/2025,Backfill
1/5/2026,NFLW,0.278,8/4/2025,Backfill
1/5/2026,NFLW,0.414,7/28/2025,Backfill
1/5/2026,NFLW,0.663,7/21/2025,Backfill
1/5/2026,NFLW,0.394,7/14/2025,Backfill
1/5/2026,NFLW,0.524,7/7/2025,Backfill
1/5/2026,NFLW,0.439,6/30/2025,Backfill
1/5/2026,AVGW,0.388,12/29/2025,Backfill
1/5/2026,AVGW,0.372,12/22/2025,Backfill
1/5/2026,AVGW,0.571,12/15/2025,Backfill
1/5/2026,AVGW,0.767,12/8/2025,Backfill
1/5/2026,AVGW,0.602,12/1/2025,Backfill
1/5/2026,AVGW,0.538,11/24/2025,Backfill
1/5/2026,AVGW,0.488,11/17/2025,Backfill
1/5/2026,AVGW,0.759,11/10/2025,Backfill
1/5/2026,AVGW,0.642,11/3/2025,Backfill
1/5/2026,AVGW,0.708,10/27/2025,Backfill
1/5/2026,AVGW,0.741,10/20/2025,Backfill
1/5/2026,AVGW,0.922,10/14/2025,Backfill
1/5/2026,AVGW,0.732,10/6/2025,Backfill
1/5/2026,AVGW,0.691,9/29/2025,Backfill
1/5/2026,AVGW,0.653,9/22/2025,Backfill
1/5/2026,AVGW,0.575,9/15/2025,Backfill
1/5/2026,AVGW,1.05,9/8/2025,Backfill
1/5/2026,AVGW,0.395,9/2/2025,Backfill
1/5/2026,AVGW,0.537,8/25/2025,Backfill
1/5/2026,AVGW,1.17,8/18/2025,Backfill
1/5/2026,AVGW,1.008,8/11/2025,Backfill
1/5/2026,AMZW,0.34,12/29/2025,Backfill
1/5/2026,AMZW,0.304,12/22/2025,Backfill
1/5/2026,AMZW,0.316,12/15/2025,Backfill
1/5/2026,AMZW,0.404,12/8/2025,Backfill
1/5/2026,AMZW,0.246,12/1/2025,Backfill
1/5/2026,AMZW,0.299,11/24/2025,Backfill
1/5/2026,AMZW,0.401,11/17/2025,Backfill
1/5/2026,AMZW,0.42,11/10/2025,Backfill
1/5/2026,AMZW,0.401,11/3/2025,Backfill
1/5/2026,AMZW,0.328,10/27/2025,Backfill
1/5/2026,AMZW,0.499,10/20/2025,Backfill
1/5/2026,AMZW,0.512,10/14/2025,Backfill
1/5/2026,AMZW,0.335,10/6/2025,Backfill
1/5/2026,AMZW,0.556,9/29/2025,Backfill
1/5/2026,AMZW,0.289,9/22/2025,Backfill
1/5/2026,AMZW,0.37,9/15/2025,Backfill
1/5/2026,AMZW,0.327,9/8/2025,Backfill
1/5/2026,AMZW,0.297,9/2/2025,Backfill
1/5/2026,AMZW,0.349,8/25/2025,Backfill
1/5/2026,AMZW,0.693,8/18/2025,Backfill
1/5/2026,AMZW,0.296,8/11/2025,Backfill
1/5/2026,AMZW,0.372,8/4/2025,Backfill
1/5/2026,AMZW,0.526,7/28/2025,Backfill
1/5/2026,AMZW,0.737,7/21/2025,Backfill
1/5/2026,AMZW,0.365,7/14/2025,Backfill
1/5/2026,AMZW,0.421,7/7/2025,Backfill
1/5/2026,AMZW,0.312,6/30/2025,Backfill
1/5/2026,GOOW,0.525,12/29/2025,Backfill
1/5/2026,GOOW,0.459,12/22/2025,Backfill
1/5/2026,GOOW,0.64,12/15/2025,Backfill
1/5/2026,GOOW,0.751,12/8/2025,Backfill
1/5/2026,GOOW,0.725,12/1/2025,Backfill
1/5/2026,GOOW,0.53,11/24/2025,Backfill
1/5/2026,GOOW,0.55,11/17/2025,Backfill
1/5/2026,GOOW,0.637,11/10/2025,Backfill
1/5/2026,GOOW,0.568,11/3/2025,Backfill
1/5/2026,GOOW,0.575,10/27/2025,Backfill
1/5/2026,GOOW,0.528,10/20/2025,Backfill
1/5/2026,GOOW,0.682,10/14/2025,Backfill
1/5/2026,GOOW,0.546,10/6/2025,Backfill
1/5/2026,GOOW,0.793,9/29/2025,Backfill
1/5/2026,GOOW,0.486,9/22/2025,Backfill
1/5/2026,GOOW,0.453,9/15/2025,Backfill
1/5/2026,GOOW,0.855,9/8/2025,Backfill
1/5/2026,GOOW,0.397,9/2/2025,Backfill
1/5/2026,GOOW,1.592,8/25/2025,Backfill
1/5/2026,GOOW,0.801,8/18/2025,Backfill
1/5/2026,GOOW,0.558,8/11/2025,Backfill
1/5/2026,BABW,0.287,12/29/2025,Backfill
1/5/2026,BABW,0.342,12/22/2025,Backfill
1/5/2026,BABW,0.42,12/15/2025,Backfill
1/5/2026,BABW,0.465,12/8/2025,Backfill
1/5/2026,BABW,0.432,12/1/2025,Backfill
1/5/2026,BABW,0.308,11/24/2025,Backfill
1/5/2026,BABW,0.456,11/17/2025,Backfill
1/5/2026,BABW,0.484,11/10/2025,Backfill
1/5/2026,BABW,0.975,11/3/2025,Backfill
1/5/2026,MSFW,0.278,12/29/2025,Backfill
1/5/2026,MSFW,0.228,12/22/2025,Backfill
1/5/2026,MSFW,0.219,12/15/2025,Backfill
1/5/2026,MSFW,0.28,12/8/2025,Backfill
1/5/2026,MSFW,0.124,12/1/2025,Backfill
1/5/2026,MSFW,0.302,11/24/2025,Backfill
1/5/2026,MSFW,0.178,11/17/2025,Backfill
1/5/2026,MSFW,0.24,11/10/2025,Backfill
1/5/2026,MSFW,0.294,11/3/2025,Backfill
1/5/2026,MSFW,0.278,10/27/2025,Backfill
1/5/2026,MSFW,0.366,10/20/2025,Backfill
1/5/2026,MSFW,0.421,10/14/2025,Backfill
1/5/2026,MSFW,0.334,10/6/2025,Backfill
1/5/2026,MSFW,0.403,9/29/2025,Backfill
1/5/2026,MSFW,0.285,9/22/2025,Backfill
1/5/2026,MSFW,0.966,9/15/2025,Backfill
1/5/2026,MSFW,0.244,9/8/2025,Backfill
1/5/2026,MSFW,0.192,9/2/2025,Backfill
1/5/2026,MSFW,0.979,8/25/2025,Backfill
1/5/2026,MSFW,0.488,8/18/2025,Backfill
1/5/2026,MSFW,0.587,8/11/2025,Backfill
1/5/2026,UNHW,0.326,12/29/2025,Backfill
1/5/2026,UNHW,0.512,12/22/2025,Backfill
1/5/2026,UNHW,0.566,12/15/2025,Backfill
1/5/2026,ARMW,0.166,12/29/2025,Backfill
1/5/2026,ARMW,0.281,12/22/2025,Backfill
1/5/2026,ARMW,0.5,12/15/2025,Backfill
1/5/2026,ARMW,0.509,12/8/2025,Backfill
1/5/2026,ARMW,0.383,12/1/2025,Backfill
1/5/2026,ARMW,0.345,11/24/2025,Backfill
1/5/2026,ARMW,0.353,11/17/2025,Backfill
1/5/2026,ARMW,0.728,11/10/2025,Backfill
1/5/2026,ARMW,1.171,11/3/2025,Backfill
1/5/2026,UBEW,0.198,12/29/2025,Backfill
1/5/2026,UBEW,0.227,12/22/2025,Backfill
1/5/2026,UBEW,0.439,12/15/2025,Backfill
1/5/2026,UBEW,0.43,12/8/2025,Backfill
1/5/2026,UBEW,0.22,12/1/2025,Backfill
1/5/2026,UBEW,0.412,11/24/2025,Backfill
1/5/2026,UBEW,0.305,11/17/2025,Backfill
1/5/2026,UBEW,0.546,11/10/2025,Backfill
1/5/2026,UBEW,0.776,11/3/2025,Backfill
1/5/2026,GLDW,0.282,12/29/2025,Backfill
1/5/2026,GLDW,0.287,12/22/2025,Backfill
1/5/2026,GLDW,0.226,12/15/2025,Backfill
1/5/2026,GLDW,0.289,12/8/2025,Backfill
1/5/2026,GLDW,0.23,12/1/2025,Backfill
1/5/2026,GLDW,0.289,11/24/2025,Backfill
1/5/2026,GLDW,0.219,11/17/2025,Backfill
1/5/2026,GLDW,0.17,11/10/2025,Backfill
1/5/2026,AAPW,0.192,12/29/2025,Backfill
1/5/2026,AAPW,0.231,12/22/2025,Backfill
1/5/2026,AAPW,0.24,12/15/2025,Backfill
1/5/2026,AAPW,0.271,12/8/2025,Backfill
1/5/2026,AAPW,0.256,12/1/2025,Backfill
1/5/2026,AAPW,0.285,11/24/2025,Backfill
1/5/2026,AAPW,0.238,11/17/2025,Backfill
1/5/2026,AAPW,0.27,11/10/2025,Backfill
1/5/2026,AAPW,0.264,11/3/2025,Backfill
1/5/2026,AAPW,0.267,10/27/2025,Backfill
1/5/2026,AAPW,0.218,10/20/2025,Backfill
1/5/2026,AAPW,0.38,10/14/2025,Backfill
1/5/2026,AAPW,0.394,10/6/2025,Backfill
1/5/2026,AAPW,0.373,9/29/2025,Backfill
1/5/2026,AAPW,0.166,9/22/2025,Backfill
1/5/2026,AAPW,0.233,9/15/2025,Backfill
1/5/2026,AAPW,0.233,9/8/2025,Backfill
1/5/2026,AAPW,0.173,9/2/2025,Backfill
1/5/2026,AAPW,0.231,8/25/2025,Backfill
1/5/2026,AAPW,0.485,8/18/2025,Backfill
1/5/2026,AAPW,0.231,8/11/2025,Backfill
1/5/2026,AAPW,0.234,8/4/2025,Backfill
1/5/2026,AAPW,0.432,7/28/2025,Backfill
1/5/2026,AAPW,0.398,7/21/2025,Backfill
1/5/2026,AAPW,0.75,7/14/2025,Backfill
1/5/2026,AAPW,0.225,7/7/2025,Backfill
1/5/2026,AAPW,0.265,6/30/2025,Backfill
1/5/2026,AAPW,0.145,6/23/2025,Backfill
1/5/2026,AAPW,0.235,6/16/2025,Backfill
1/5/2026,AAPW,0.265,6/9/2025,Backfill
1/5/2026,AAPW,0.101,6/2/2025,Backfill
1/5/2026,AAPW,0.278,5/27/2025,Backfill
1/5/2026,AAPW,0.162,5/19/2025,Backfill
1/5/2026,AAPW,0.185,5/12/2025,Backfill
1/5/2026,AAPW,0.32,5/5/2025,Backfill
1/5/2026,AAPW,0.249,4/28/2025,Backfill
1/5/2026,AAPW,0.386,4/21/2025,Backfill
1/5/2026,AAPW,0.102,4/14/2025,Backfill
1/5/2026,AAPW,0.226,4/7/2025,Backfill
1/5/2026,AAPW,0.278,3/31/2025,Backfill
1/5/2026,AAPW,0.121,3/24/2025,Backfill
1/5/2026,AAPW,0.229,3/17/2025,Backfill
1/5/2026,AAPW,0.202,3/10/2025,Backfill
1/5/2026,AAPW,0.241,3/3/2025,Backfill
1/5/2026,BRKW,0.145,12/29/2025,Backfill
1/5/2026,BRKW,0.144,12/22/2025,Backfill
1/5/2026,BRKW,0.132,12/15/2025,Backfill
1/5/2026,BRKW,0.194,12/8/2025,Backfill
1/5/2026,BRKW,0.162,12/1/2025,Backfill
1/5/2026,BRKW,0.196,11/24/2025,Backfill
1/5/2026,BRKW,0.188,11/17/2025,Backfill
1/5/2026,BRKW,0.126,11/10/2025,Backfill
1/5/2026,BRKW,0.166,11/3/2025,Backfill
1/5/2026,BRKW,0.204,10/27/2025,Backfill
1/5/2026,BRKW,0.222,10/20/2025,Backfill
1/5/2026,BRKW,0.268,10/14/2025,Backfill
1/5/2026,BRKW,0.316,10/6/2025,Backfill
1/5/2026,BRKW,0.276,9/29/2025,Backfill
1/5/2026,BRKW,0.152,9/22/2025,Backfill
1/5/2026,BRKW,0.171,9/15/2025,Backfill
1/5/2026,BRKW,0.209,9/8/2025,Backfill
1/5/2026,BRKW,0.195,9/2/2025,Backfill
1/5/2026,BRKW,0.774,8/25/2025,Backfill
1/5/2026,BRKW,0.268,8/18/2025,Backfill
1/5/2026,BRKW,0.302,8/11/2025,Backfill
1/5/2026,BRKW,0.215,8/4/2025,Backfill
1/5/2026,BRKW,0.371,7/28/2025,Backfill
1/5/2026,BRKW,0.392,7/21/2025,Backfill
1/5/2026,BRKW,0.204,7/14/2025,Backfill
1/5/2026,BRKW,0.22,7/7/2025,Backfill
1/5/2026,BRKW,0.235,6/30/2025,Backfill
1/5/2026,COSW,0.138,12/29/2025,Backfill
1/5/2026,COSW,0.204,12/22/2025,Backfill
1/5/2026,COSW,0.205,12/15/2025,Backfill
1/5/2026,COSW,0.291,12/8/2025,Backfill
1/5/2026,COSW,0.213,12/1/2025,Backfill
1/5/2026,COSW,0.282,11/24/2025,Backfill
1/5/2026,COSW,0.31,11/17/2025,Backfill
1/5/2026,COSW,0.216,11/10/2025,Backfill
1/5/2026,COSW,0.246,11/3/2025,Backfill
1/5/2026,TSYW,0.133,12/29/2025,Backfill
1/5/2026,TSYW,0.11,12/22/2025,Backfill
1/5/2026,TSYW,0.094,12/15/2025,Backfill
1/5/2026,TSYW,0.153,12/8/2025,Backfill
1/5/2026,TSYW,0.161,12/1/2025,Backfill
1/5/2026,TSYW,0.124,11/24/2025,Backfill
1/5/2026,QQQT,0.311,12/31/2025,Backfill
1/5/2026,QQQT,0.314,12/1/2025,Backfill
1/5/2026,QQQT,0.327,11/3/2025,Backfill
1/5/2026,QQQT,0.322,10/1/2025,Backfill
1/5/2026,QQQT,0.319,9/2/2025,Backfill
1/5/2026,QQQT,0.319,8/1/2025,Backfill
1/5/2026,QQQT,0.307,7/1/2025,Backfill
1/5/2026,QQQT,0.298,6/2/2025,Backfill
1/5/2026,QQQT,0.274,5/1/2025,Backfill
1/5/2026,QQQT,0.286,4/1/2025,Backfill
1/5/2026,QQQT,0.309,3/3/2025,Backfill
1/5/2026,QQQT,0.32,2/3/2025,Backfill
1/5/2026,QQQT,0.325,12/31/2024,Backfill
1/5/2026,QQQT,0.343,12/2/2024,Backfill
1/5/2026,QQQT,0.321,11/1/2024,Backfill
1/5/2026,QQQT,0.322,10/1/2024,Backfill
1/5/2026,QQQT,0.318,9/3/2024,Backfill
1/5/2026,QQQT,0.318,7/31/2024,Backfill
1/5/2026,GLDY,0.152,12/31/2025,Backfill
1/5/2026,GLDY,0.18,12/24/2025,Backfill
1/5/2026,GLDY,0.122,12/18/2025,Backfill
1/5/2026,GLDY,0.159,12/11/2025,Backfill
1/5/2026,GLDY,0.158,12/4/2025,Backfill
1/5/2026,GLDY,0.209,11/26/2025,Backfill
1/5/2026,GLDY,0.167,11/20/2025,Backfill
1/5/2026,GLDY,0.17,11/13/2025,Backfill
1/5/2026,GLDY,0.168,11/6/2025,Backfill
1/5/2026,GLDY,0.177,10/30/2025,Backfill
1/5/2026,GLDY,0.221,10/23/2025,Backfill
1/5/2026,GLDY,0.223,10/16/2025,Backfill
1/5/2026,GLDY,0.189,10/9/2025,Backfill
1/5/2026,GLDY,0.134,10/2/2025,Backfill
1/5/2026,GLDY,0.127,9/25/2025,Backfill
1/5/2026,GLDY,0.094,9/18/2025,Backfill
1/5/2026,GLDY,0.136,9/11/2025,Backfill
1/5/2026,GLDY,0.14,9/4/2025,Backfill
1/5/2026,GLDY,0.113,8/28/2025,Backfill
1/5/2026,GLDY,0.13,8/21/2025,Backfill
1/5/2026,GLDY,0.118,8/14/2025,Backfill
1/5/2026,GLDY,0.138,8/7/2025,Backfill
1/5/2026,GLDY,0.163,7/31/2025,Backfill
1/5/2026,GLDY,0.147,7/24/2025,Backfill
1/5/2026,GLDY,0.169,7/17/2025,Backfill
1/5/2026,GLDY,0.138,7/10/2025,Backfill
1/5/2026,GLDY,0.18,7/3/2025,Backfill
1/5/2026,GLDY,0.139,6/26/2025,Backfill
1/5/2026,GLDY,0.124,6/18/2025,Backfill
1/5/2026,GLDY,1.054,6/2/2025,Backfill
1/5/2026,GLDY,0.607,5/1/2025,Backfill
1/5/2026,USOY,0.053,12/31/2025,Backfill
1/5/2026,USOY,0.053,12/24/2025,Backfill
1/5/2026,USOY,0.066,12/18/2025,Backfill
1/5/2026,USOY,0.071,12/11/2025,Backfill
1/5/2026,USOY,0.058,12/4/2025,Backfill
1/5/2026,USOY,0.071,11/26/2025,Backfill
1/5/2026,USOY,0.095,11/20/2025,Backfill
1/5/2026,USOY,0.072,11/13/2025,Backfill
1/5/2026,USOY,0.072,11/6/2025,Backfill
1/5/2026,USOY,0.086,10/30/2025,Backfill
1/5/2026,USOY,0.086,10/23/2025,Backfill
1/5/2026,USOY,0.085,10/16/2025,Backfill
1/5/2026,USOY,0.09,10/9/2025,Backfill
1/5/2026,USOY,0.098,10/2/2025,Backfill
1/5/2026,USOY,0.096,9/25/2025,Backfill
1/5/2026,USOY,0.098,9/18/2025,Backfill
1/5/2026,USOY,0.102,9/11/2025,Backfill
1/5/2026,USOY,0.069,9/4/2025,Backfill
1/5/2026,USOY,0.093,8/28/2025,Backfill
1/5/2026,USOY,0.11,8/21/2025,Backfill
1/5/2026,USOY,0.141,8/14/2025,Backfill
1/5/2026,USOY,0.134,8/7/2025,Backfill
1/5/2026,USOY,0.136,7/31/2025,Backfill
1/5/2026,USOY,0.099,7/24/2025,Backfill
1/5/2026,USOY,0.16,7/17/2025,Backfill
1/5/2026,USOY,0.184,7/10/2025,Backfill
1/5/2026,USOY,0.14,7/3/2025,Backfill
1/5/2026,USOY,0.2,6/26/2025,Backfill
1/5/2026,USOY,0.146,6/18/2025,Backfill
1/5/2026,USOY,0.77,6/2/2025,Backfill
1/5/2026,USOY,0.539,5/1/2025,Backfill
1/5/2026,USOY,0.805,4/1/2025,Backfill
1/5/2026,USOY,0.706,3/3/2025,Backfill
1/5/2026,USOY,1.007,2/3/2025,Backfill
1/5/2026,USOY,0.79,12/31/2024,Backfill
1/5/2026,USOY,0.87,12/2/2024,Backfill
1/5/2026,USOY,0.783,11/1/2024,Backfill
1/5/2026,USOY,0.611,10/1/2024,Backfill
1/5/2026,USOY,1.056,9/3/2024,Backfill
1/5/2026,USOY,0.77,7/31/2024,Backfill
1/5/2026,USOY,1.237,7/1/2024,Backfill
1/5/2026,USOY,0.716,6/3/2024,Backfill
1/5/2026,QLDY,0.185,12/31/2025,Backfill
1/5/2026,QLDY,0.186,12/29/2025,Backfill
1/5/2026,QLDY,0.185,12/24/2025,Backfill
1/5/2026,QLDY,0.179,12/19/2025,Backfill
1/5/2026,QLDY,0.183,12/17/2025,Backfill
1/5/2026,QLDY,0.19,12/12/2025,Backfill
1/5/2026,QLDY,0.189,12/10/2025,Backfill
1/5/2026,QLDY,0.19,12/5/2025,Backfill
1/5/2026,QLDY,0.187,12/3/2025,Backfill
1/5/2026,QLDY,0.187,12/1/2025,Backfill
1/5/2026,QLDY,0.184,11/26/2025,Backfill
1/5/2026,QLDY,0.183,11/21/2025,Backfill
1/5/2026,QLDY,0.185,11/19/2025,Backfill
1/5/2026,QLDY,0.192,11/14/2025,Backfill
1/5/2026,QLDY,0.194,11/12/2025,Backfill
1/5/2026,QLDY,0.194,11/7/2025,Backfill
1/5/2026,QLDY,0.199,11/5/2025,Backfill
1/5/2026,QLDY,0.201,10/31/2025,Backfill
1/5/2026,QLDY,0.198,10/29/2025,Backfill
1/5/2026,QLDY,0.192,10/24/2025,Backfill
1/5/2026,QLDY,0.194,10/22/2025,Backfill
1/5/2026,QLDY,0.193,10/17/2025,Backfill
1/5/2026,QLDY,0.193,10/15/2025,Backfill
1/5/2026,QLDY,0.197,10/10/2025,Backfill
1/5/2026,QLDY,0.197,10/8/2025,Backfill
1/5/2026,QLDY,0.197,10/3/2025,Backfill
1/5/2026,QLDY,0.196,10/1/2025,Backfill
1/5/2026,IWMY,0.116,12/31/2025,Backfill
1/5/2026,IWMY,0.119,12/24/2025,Backfill
1/5/2026,IWMY,0.118,12/18/2025,Backfill
1/5/2026,IWMY,0.119,12/11/2025,Backfill
1/5/2026,IWMY,0.157,12/4/2025,Backfill
1/5/2026,IWMY,0.288,11/26/2025,Backfill
1/5/2026,IWMY,0.159,11/20/2025,Backfill
1/5/2026,IWMY,0.165,11/13/2025,Backfill
1/5/2026,IWMY,0.165,11/6/2025,Backfill
1/5/2026,IWMY,0.169,10/30/2025,Backfill
1/5/2026,IWMY,0.221,10/23/2025,Backfill
1/5/2026,IWMY,0.247,10/16/2025,Backfill
1/5/2026,IWMY,0.231,10/9/2025,Backfill
1/5/2026,IWMY,0.228,10/2/2025,Backfill
1/5/2026,IWMY,0.362,9/25/2025,Backfill
1/5/2026,IWMY,0.232,9/18/2025,Backfill
1/5/2026,IWMY,0.232,9/11/2025,Backfill
1/5/2026,IWMY,0.231,9/4/2025,Backfill
1/5/2026,IWMY,0.232,8/28/2025,Backfill
1/5/2026,IWMY,0.23,8/21/2025,Backfill
1/5/2026,IWMY,0.231,8/14/2025,Backfill
1/5/2026,IWMY,0.229,8/7/2025,Backfill
1/5/2026,IWMY,0.237,7/31/2025,Backfill
1/5/2026,IWMY,0.238,7/24/2025,Backfill
1/5/2026,IWMY,0.24,7/17/2025,Backfill
1/5/2026,IWMY,0.244,7/10/2025,Backfill
1/5/2026,IWMY,0.241,7/3/2025,Backfill
1/5/2026,IWMY,0.24,6/26/2025,Backfill
1/5/2026,IWMY,0.238,6/18/2025,Backfill
1/5/2026,IWMY,0.241,6/12/2025,Backfill
1/5/2026,IWMY,0.238,6/5/2025,Backfill
1/5/2026,IWMY,0.238,5/29/2025,Backfill
1/5/2026,IWMY,0.246,5/22/2025,Backfill
1/5/2026,IWMY,0.241,5/15/2025,Backfill
1/5/2026,IWMY,0.242,5/8/2025,Backfill
1/5/2026,IWMY,0.235,5/1/2025,Backfill
1/5/2026,IWMY,0.337,4/24/2025,Backfill
1/5/2026,IWMY,0.331,4/17/2025,Backfill
1/5/2026,IWMY,0.28,4/10/2025,Backfill
1/5/2026,IWMY,0.31,4/3/2025,Backfill
1/5/2026,IWMY,0.321,3/27/2025,Backfill
1/5/2026,IWMY,0.321,3/20/2025,Backfill
1/5/2026,IWMY,0.329,3/13/2025,Backfill
1/5/2026,IWMY,0.283,3/6/2025,Backfill
1/5/2026,IWMY,0.257,2/27/2025,Backfill
1/5/2026,IWMY,0.269,2/20/2025,Backfill
1/5/2026,IWMY,0.299,2/13/2025,Backfill
1/5/2026,IWMY,0.301,2/6/2025,Backfill
1/5/2026,IWMY,0.104,1/30/2025,Backfill
1/5/2026,IWMY,0.302,1/23/2025,Backfill
1/5/2026,IWMY,0.294,1/16/2025,Backfill
1/5/2026,IWMY,0.303,1/8/2025,Backfill
1/5/2026,IWMY,0.304,12/31/2024,Backfill
1/5/2026,IWMY,0.258,12/26/2024,Backfill
1/5/2026,IWMY,0.27,12/19/2024,Backfill
1/5/2026,IWMY,0.325,12/12/2024,Backfill
1/5/2026,IWMY,0.257,12/5/2024,Backfill
1/5/2026,IWMY,0.36,11/27/2024,Backfill
1/5/2026,IWMY,0.322,11/21/2024,Backfill
1/5/2026,IWMY,0.424,11/14/2024,Backfill
1/5/2026,IWMY,0.329,11/7/2024,Backfill
1/5/2026,IWMY,0.317,10/31/2024,Backfill
1/5/2026,IWMY,0.308,10/24/2024,Backfill
1/5/2026,IWMY,0.42,10/10/2024,Backfill
1/5/2026,IWMY,2.239,10/1/2024,Backfill
1/5/2026,IWMY,3.672,9/3/2024,Backfill
1/5/2026,IWMY,2.643,7/31/2024,Backfill
1/5/2026,IWMY,2.094,7/1/2024,Backfill
1/5/2026,IWMY,2.73,6/3/2024,Backfill
1/5/2026,IWMY,4.23,5/1/2024,Backfill
1/5/2026,IWMY,3.21,4/1/2024,Backfill
1/5/2026,IWMY,3.3,3/1/2024,Backfill
1/5/2026,IWMY,3.87,2/1/2024,Backfill
1/5/2026,IWMY,3.75,12/1/2023,Backfill
1/5/2026,WDTE,0.185,12/31/2025,Backfill
1/5/2026,WDTE,0.185,12/24/2025,Backfill
1/5/2026,WDTE,0.186,12/18/2025,Backfill
1/5/2026,WDTE,0.187,12/11/2025,Backfill
1/5/2026,WDTE,0.186,12/4/2025,Backfill
1/5/2026,WDTE,0.289,11/26/2025,Backfill
1/5/2026,WDTE,0.186,11/20/2025,Backfill
1/5/2026,WDTE,0.192,11/13/2025,Backfill
1/5/2026,WDTE,0.198,11/6/2025,Backfill
1/5/2026,WDTE,0.201,10/30/2025,Backfill
1/5/2026,WDTE,0.2,10/23/2025,Backfill
1/5/2026,WDTE,0.232,10/16/2025,Backfill
1/5/2026,WDTE,0.204,10/9/2025,Backfill
1/5/2026,WDTE,0.202,10/2/2025,Backfill
1/5/2026,WDTE,0.204,9/25/2025,Backfill
1/5/2026,WDTE,0.148,9/18/2025,Backfill
1/5/2026,WDTE,0.201,9/11/2025,Backfill
1/5/2026,WDTE,0.188,9/4/2025,Backfill
1/5/2026,WDTE,0.203,8/28/2025,Backfill
1/5/2026,WDTE,0.204,8/21/2025,Backfill
1/5/2026,WDTE,0.204,8/14/2025,Backfill
1/5/2026,WDTE,0.203,8/7/2025,Backfill
1/5/2026,WDTE,0.166,7/31/2025,Backfill
1/5/2026,WDTE,0.206,7/24/2025,Backfill
1/5/2026,WDTE,0.205,7/17/2025,Backfill
1/5/2026,WDTE,0.206,7/10/2025,Backfill
1/5/2026,WDTE,0.204,7/3/2025,Backfill
1/5/2026,WDTE,0.202,6/26/2025,Backfill
1/5/2026,WDTE,0.202,6/18/2025,Backfill
1/5/2026,WDTE,0.203,6/12/2025,Backfill
1/5/2026,WDTE,0.202,6/5/2025,Backfill
1/5/2026,WDTE,0.2,5/29/2025,Backfill
1/5/2026,WDTE,0.204,5/22/2025,Backfill
1/5/2026,WDTE,0.2,5/15/2025,Backfill
1/5/2026,WDTE,0.2,5/8/2025,Backfill
1/5/2026,WDTE,0.194,5/1/2025,Backfill
1/5/2026,WDTE,0.35,4/24/2025,Backfill
1/5/2026,WDTE,0.352,4/17/2025,Backfill
1/5/2026,WDTE,0.286,4/10/2025,Backfill
1/5/2026,WDTE,0.313,4/3/2025,Backfill
1/5/2026,WDTE,0.323,3/27/2025,Backfill
1/5/2026,WDTE,0.323,3/20/2025,Backfill
1/5/2026,WDTE,0.332,3/13/2025,Backfill
1/5/2026,WDTE,0.227,3/6/2025,Backfill
1/5/2026,WDTE,0.231,2/27/2025,Backfill
1/5/2026,WDTE,0.236,2/20/2025,Backfill
1/5/2026,WDTE,0.234,2/13/2025,Backfill
1/5/2026,WDTE,0.234,2/6/2025,Backfill
1/5/2026,WDTE,0.099,1/30/2025,Backfill
1/5/2026,WDTE,0.14,1/23/2025,Backfill
1/5/2026,WDTE,0.229,1/16/2025,Backfill
1/5/2026,WDTE,0.234,1/8/2025,Backfill
1/5/2026,WDTE,0.238,12/26/2024,Backfill
1/5/2026,WDTE,0.183,12/19/2024,Backfill
1/5/2026,WDTE,0.207,12/12/2024,Backfill
1/5/2026,WDTE,0.202,12/5/2024,Backfill
1/5/2026,WDTE,0.289,11/27/2024,Backfill
1/5/2026,WDTE,0.245,11/21/2024,Backfill
1/5/2026,WDTE,0.335,11/14/2024,Backfill
1/5/2026,WDTE,0.287,11/7/2024,Backfill
1/5/2026,WDTE,0.25,10/31/2024,Backfill
1/5/2026,WDTE,0.253,10/24/2024,Backfill
1/5/2026,WDTE,0.334,10/10/2024,Backfill
1/5/2026,WDTE,1.809,10/1/2024,Backfill
1/5/2026,WDTE,2.757,9/3/2024,Backfill
1/5/2026,WDTE,1.674,7/31/2024,Backfill
1/5/2026,WDTE,1.386,7/1/2024,Backfill
1/5/2026,WDTE,1.659,6/3/2024,Backfill
